key_mlbam,player_name,is_pitcher,team,player_id
676742,Cam Sanders,True,BAL,sandc002
665966,Carlos Narváez,False,BAL,narvc002
605135,Chris Bassitt,True,BAL,bassc001
687952,Christian Encarnacion-Strand,False,BAL,encac001
691723,Coby Mayo,False,BAL,mayoc001
681297,Colton Cowser,False,BAL,cowsc001
687637,Dylan Beavers,False,BAL,beavd001
664991,Grant Wolfram,True,BAL,wolfg001
683002,Gunnar Henderson,False,BAL,hendg002
702616,Jackson Holliday,False,BAL,hollj003
677020,Josh Walker,True,BAL,walkj004
680694,Kyle Bradish,True,BAL,bradk001
665750,Leody Taveras,False,BAL,tavel001
624413,Pete Alonso,False,BAL,alonp001
670329,Rico Garcia,True,BAL,garcr006
694212,Samuel Basallo,False,BAL,basas001
669358,Shane Baz,True,BAL,baz-s001
669432,Trevor Rogers,True,BAL,roget003
641933,Tyler O'Neill,False,BAL,oneit001
666974,Yennier Cano,True,BAL,canoy001
650968,Yohel Pozo,False,BAL,pozoy001
668939,Adley Rutschman,False,BOS,rutsa001
655316,Andruw Monasterio,False,BOS,monaa001
678011,Anthony Seigler,False,BOS,seiga001
547973,Aroldis Chapman,True,BOS,chapa001
678394,Brayan Bello,True,BOS,bellb002
702332,Caleb Durbin,False,BOS,durbc002
678882,Ceddanne Rafaela,False,BOS,rafac001
657136,Connor Wong,False,BOS,wongc001
642201,Eli White,False,BOS,white006
669062,Erik Miller,True,BOS,mille002
669711,Greg Weissert,True,BOS,weisg001
663330,Jahmai Jones,False,BOS,jonej007
680776,Jarren Duran,False,BOS,duraj001
663558,Jovani Morán,True,BOS,moraj003
681508,Mickey Gasper,False,BOS,gaspm001
686765,Nick Sogard,False,BOS,sogan001
663776,Patrick Sandoval,True,BOS,sandp002
801139,Payton Tolle,True,BOS,tollp001
624133,Ranger Suarez,True,BOS,suarr001
543243,Sonny Gray,True,BOS,grays001
594027,Tyron Guerrero,True,BOS,guert001
575929,Willson Contreras,False,BOS,contw001
677800,Wilyer Abreu,False,BOS,abrew002
650644,Aaron Civale,True,CHC,civaa001
608324,Alex Bregman,False,CHC,brega001
573204,Caleb Thielbar,True,CHC,thiec001
608348,Carson Kelly,False,CHC,kellc002
605280,Clay Holmes,True,CHC,holmc001
607067,Colin Rea,True,CHC,rea-c001
656849,David Peterson,True,CHC,peted003
664023,Ian Happ,False,CHC,happi001
657097,Jacob Webb,True,CHC,webbj002
665871,Javier Assad,True,CHC,assaj001
682634,Kevin Alcántara,False,CHC,alcak001
592332,Kevin Gausman,True,CHC,gausk001
571510,Matthew Boyd,True,CHC,boydm001
683737,Michael Busch,False,CHC,buscm003
624424,Michael Conforto,False,CHC,confm001
665804,Miguel Amaya,False,CHC,amaym001
663538,Nico Hoerner,False,CHC,hoern001
680911,Owen Miller,False,CHC,millo002
691718,Pete Crow-Armstrong,False,CHC,crowp001
669020,Ryan Rolison,True,CHC,rolir001
666171,Ryan Zeferjahn,True,CHC,zefer001
673548,Seiya Suzuki,False,CHC,suzus001
684007,Shota Imanaga,True,CHC,imans001
663423,Trent Thornton,True,CHC,thort002
621438,Tyrone Taylor,False,CHC,taylt002
671096,Andrew Abbott,True,CIN,abboa001
663903,Brady Singer,True,CIN,singb001
656271,Brock Burke,True,CIN,burkb001
695505,Chase Burns,True,CIN,burnc003
667472,Dane Myers,False,CIN,myerd001
682829,Elly De La Cruz,False,CIN,delae003
641941,Emilio Pagán,True,CIN,pagae001
553993,Eugenio Suárez,False,CIN,suare001
668709,JJ Bleday,False,CIN,bledj001
624431,Jose Trevino,False,CIN,trevj001
663647,Ke'Bryan Hayes,False,CIN,hayek001
682825,Luis Mey,True,CIN,mey-l001
680574,Matt McLain,False,CIN,mclam001
669911,Michael Toglia,False,CIN,toglm001
666157,Nick Lodolo,True,CIN,lodon001
572955,Pierce Johnson,True,CIN,johnp001
695076,Rhett Lowder,True,CIN,lowdr001
701398,Sal Stewart,False,CIN,stews004
594580,Sam Moll,True,CIN,molls001
670770,TJ Friedl,False,CIN,friet001
622088,Tejay Antone,True,CIN,antot001
663886,Tyler Stephenson,False,CIN,stept001
677943,Will Banfield,False,CIN,banfw001
687209,Zach Maxwell,True,CIN,maxwz001
682657,Angel Martínez,False,CLE,marta008
595978,Austin Hedges,False,CLE,hedga001
677587,Brayan Rocchio,False,CLE,roccb001
671922,Cade Smith,True,CLE,smitc009
800050,Chase DeLauter,False,CLE,delac001
670059,Colin Holderman,True,CLE,holdc001
684974,Craig Yoho,True,CLE,yohoc001
681807,David Fry,False,CLE,fry-d001
681870,Erik Sabrowski,True,CLE,sabre001
656492,Foster Griffin,True,CLE,griff001
668909,Gavin Williams,True,CLE,willg004
683769,Hunter Gaddis,True,CLE,gaddh001
666176,Jo Adell,False,CLE,adelj001
676282,Joey Cantillo,True,CLE,cantj002
608070,José Ramírez,False,CLE,ramij003
671106,Logan Allen,True,CLE,allel003
670036,Matt Festa,True,CLE,festm001
663993,Nathaniel Lowe,False,CLE,lowen001
800048,Parker Messick,True,CLE,messp001
672275,Patrick Bailey,False,CLE,bailp001
690984,Petey Halpin,False,CLE,halpp001
680757,Steven Kwan,False,CLE,kwans001
676440,Tanner Bibee,True,CLE,bibet001
682120,Tim Herrin,True,CLE,herrt002
691182,Adael Amador,False,COL,amada001
690924,Braxton Fulford,False,COL,fulfb001
657514,Brennan Bernardino,True,COL,bernb001
664954,Brett Sullivan,False,COL,sullb001
681393,Connor Norby,False,COL,norbc001
678662,Ezequiel Tovar,False,COL,tovae001
677955,Jaden Hill,True,COL,hillj002
664983,Jake McCarthy,False,COL,mccaj003
623474,Jimmy Herget,True,COL,hergj001
687597,Jordan Beck,False,COL,beckj003
605447,Jordan Romano,True,COL,romaj004
675848,Juan Mejia,True,COL,mejij003
607536,Kyle Freeland,True,COL,freek001
666160,Mickey Moniak,False,COL,monim001
663372,Ryan Feltner,True,COL,feltr001
685299,Tanner Gordon,True,COL,gordt002
608372,Tomoyuki Sugano,True,COL,sugat001
687859,Troy Johnston,False,COL,johnt003
650489,Willi Castro,False,COL,castw003
691728,Zac Veen,False,COL,veenz001
688642,Zach Agnos,True,COL,agnoz001
690993,Colt Keith,False,DET,keitc001
667452,Corey Julks,False,DET,julkc001
693307,Dillon Dingler,False,DET,dingd001
623454,Drew Anderson,True,DET,anded003
805427,Drew Sommers,True,DET,sommd001
646241,Enmanuel De Jesus,True,DET,dejee001
664285,Framber Valdez,True,DET,valdf001
650402,Gleyber Torres,False,DET,torrg001
695549,Jackson Jobe,True,DET,jobej001
621097,Jacob Waguespack,True,DET,waguj001
595879,Javier Báez,False,DET,baezj001
672456,Keider Montero,True,DET,montk001
445276,Kenley Jansen,True,DET,jansk001
640448,Kyle Finnegan,True,DET,finnk001
679529,Spencer Torkelson,False,DET,torks001
663432,Tanner Rainey,True,DET,raint003
675512,Troy Melton,True,DET,meltt001
680744,Ty Madden,True,DET,maddt001
663947,Tyler Holton,True,DET,holtt002
656716,Zach McKinstry,False,DET,mckiz001
805123,AJ Blubaugh,True,HOU,bluba001
656986,Bennett Sousa,True,HOU,sousb001
650556,Bryan Abreu,True,HOU,abreb002
687911,Bryan King,True,HOU,kingb001
